point_a,point_b,distance,max_speed,road_condition,traffic_condition,date,departure_time,vehicle_type,driver_age,travel_time
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.44,1,0,2023-01-09,16:50,Semi-truck,55,4.51
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,69.18,3,1,2023-02-15,17:03,Truck,57,51.46
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,66.05,1,2,2023-11-03,23:05,SUV,41,15.65
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,67.86,0,2,2023-09-24,17:36,Car/Trailer,18,2.89
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,75.44,3,0,2023-08-16,22:40,SUV,58,39.01
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,66.05,3,0,2023-04-23,20:15,Truck,43,5.64
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,73.25,1,2,2023-12-26,16:50,Semi-truck,54,21.03
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,70.73,3,2,2023-03-14,02:29,SUV,62,3.65
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,71.97,1,0,2023-02-07,16:33,SUV,24,3.09
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,76.57,3,0,2023-08-30,23:59,Car/Trailer,66,22.56
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,71.83,1,1,2023-09-19,00:02,Semi-truck,36,10.2
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,73.78,0,0,2023-12-01,20:18,Motorcycle,35,52.68
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,69.92,3,2,2023-02-11,05:55,Truck,35,2.85
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,75.62,1,1,2023-05-01,13:27,Semi-truck,46,7.03
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,74.87,3,2,2023-02-06,00:00,Sedan,22,39.01
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,67.43,3,0,2023-09-15,14:25,Semi-truck,54,5.37
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,75.77,3,0,2023-11-12,00:09,SUV,59,2.28
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.32,0,1,2023-05-05,18:32,SUV,39,4.46
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,67.64,3,0,2023-05-30,02:37,SUV,63,2.56
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,68.34,3,1,2023-02-05,09:22,SUV,68,15.85
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,74.97,0,2,2023-11-13,07:27,Semi-truck,23,7.88
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,74.51,2,1,2023-02-04,18:58,Sedan,62,4.65
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,73.93,3,0,2023-05-19,09:03,Truck,40,37.96
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,73.86,1,0,2023-02-02,13:38,Car/Trailer,51,0.99
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,74.58,0,0,2023-08-21,02:33,SUV,60,52.63
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,77.04,2,0,2023-11-29,03:18,Truck,54,4.1
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,66.77,1,1,2023-02-18,12:30,Truck,66,10.38
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,65.46,0,1,2023-08-29,00:03,Motorcycle,69,4.87
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,72.52,2,2,2023-05-21,23:05,Semi-truck,45,10.81
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,71.06,3,2,2023-11-24,02:31,SUV,51,50.35
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,70.57,0,1,2023-01-28,23:44,Truck,20,6.96
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,75.39,2,0,2023-08-03,15:10,SUV,58,2.63
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,69.14,0,0,2023-12-02,16:48,Car/Trailer,26,1.04
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,71.04,2,0,2023-10-13,02:14,Sedan,19,1.91
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,67.53,1,0,2023-11-20,17:34,SUV,28,4.63
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,74.28,0,0,2023-12-09,04:59,SUV,30,39.6
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,74.05,2,0,2023-09-09,05:24,Truck,58,0.62
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,74.98,3,0,2023-06-20,15:24,Sedan,22,49.56
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,70.57,3,1,2023-10-26,17:13,Semi-truck,29,35.42
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,69.89,0,0,2023-01-23,06:37,Semi-truck,50,3.56
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,66.14,1,0,2023-09-25,11:13,Sedan,51,7.45
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,65.92,1,0,2023-01-16,05:26,Truck,21,52.59
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,73.36,2,0,2023-11-15,07:03,Car/Trailer,54,5.09
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,70.37,0,2,2023-02-10,12:21,Sedan,49,4.58
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,75.99,0,1,2023-02-03,14:06,Truck,25,5.73
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,76.0,0,1,2023-02-24,21:40,Sedan,62,20.68
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,77.11,0,2,2023-12-01,08:48,Sedan,50,50.09
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,68.74,0,1,2023-12-30,22:40,Motorcycle,63,7.92
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,72.8,0,2,2023-04-23,03:43,Truck,20,3.9
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,68.24,3,1,2023-02-12,10:02,Semi-truck,35,24.22
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,76.96,2,1,2023-03-16,00:24,Truck,20,39.09
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,76.71,1,1,2023-07-23,22:43,Car/Trailer,64,10.44
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,76.25,1,0,2023-04-01,17:44,SUV,25,4.73
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,75.79,1,0,2023-03-30,03:16,Semi-truck,19,52.03
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,63.64,3,2,2023-11-13,19:52,Motorcycle,34,4.64
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,71.6,3,0,2023-02-03,08:30,Semi-truck,35,35.54
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,67.18,3,0,2023-08-03,15:17,Semi-truck,32,7.7
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,66.03,1,2,2023-01-17,08:55,Sedan,60,6.11
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,69.9,3,2,2023-09-06,17:32,Semi-truck,53,5.13
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,66.8,0,2,2023-04-04,17:52,SUV,45,6.09
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,75.37,0,0,2023-10-11,12:11,Sedan,20,37.46
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,70.44,2,1,2023-04-17,15:13,Semi-truck,29,8.2
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,63.55,1,2,2023-02-11,13:56,Car/Trailer,38,15.03
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,77.24,0,2,2023-11-21,02:30,Semi-truck,62,2.77
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,78.2,0,0,2023-06-24,10:28,Semi-truck,64,2.56
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,72.08,3,2,2023-04-23,10:13,SUV,61,10.67
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,71.16,3,0,2023-05-03,13:18,Semi-truck,33,14.9
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,68.48,2,2,2023-05-21,09:26,Motorcycle,66,5.84
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,77.54,2,2,2023-11-01,13:20,Car/Trailer,55,5.61
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,64.17,1,1,2023-08-13,10:29,Motorcycle,19,14.92
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,71.31,0,1,2023-05-26,09:29,SUV,24,3.12
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,65.94,0,1,2023-11-22,00:05,SUV,57,3.02
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,66.7,2,0,2023-03-30,07:09,Truck,58,5.36
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,69.83,1,1,2023-12-14,08:09,Sedan,41,14.21
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,76.22,3,1,2023-11-01,11:08,Car/Trailer,43,1.29
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,72.4,0,2,2023-07-17,21:24,Semi-truck,26,4.68
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,70.27,1,2,2023-05-24,13:19,Sedan,69,5.87
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,68.24,0,0,2023-09-01,23:47,Car/Trailer,39,1.26
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,71.62,0,0,2023-09-12,08:15,Semi-truck,26,3.12
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,75.18,2,0,2023-09-24,16:38,SUV,26,5.68
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,75.37,1,0,2023-02-01,22:58,Motorcycle,51,5.06
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,71.22,0,2,2023-03-11,12:15,Sedan,21,36.3
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,69.21,3,1,2023-01-09,08:48,SUV,58,2.65
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,76.37,2,0,2023-05-16,17:48,Sedan,22,16.18
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,72.94,2,0,2023-01-05,09:36,Motorcycle,47,3.81
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,72.24,2,0,2023-05-04,15:34,Semi-truck,32,4.44
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,77.6,3,2,2023-03-07,14:40,Semi-truck,42,4.6
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,67.23,3,1,2023-06-13,02:13,Semi-truck,22,53.59
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,67.7,2,1,2023-10-09,19:27,Truck,36,5.86
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,67.65,1,2,2023-06-01,10:17,SUV,36,4.92
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,69.67,2,2,2023-05-14,23:34,Car/Trailer,20,3.07
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,66.43,1,2,2023-01-10,01:00,Semi-truck,31,43.22
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,73.8,0,1,2023-06-24,15:51,SUV,44,2.67
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,67.1,2,1,2023-09-04,03:40,Truck,56,39.72
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,71.29,0,0,2023-12-11,13:07,Sedan,22,0.73
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,74.55,2,0,2023-07-10,01:48,SUV,39,37.14
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.96,3,1,2023-07-28,16:32,Semi-truck,31,3.98
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,70.8,0,1,2023-07-23,08:37,Truck,27,1.56
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,68.71,2,0,2023-11-17,03:11,Semi-truck,33,3.12
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,76.59,1,0,2023-02-23,20:23,Truck,43,38.11
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,72.12,1,0,2023-11-05,20:03,Sedan,18,10.59
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,70.06,3,0,2023-02-24,06:10,Truck,68,3.42
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,72.15,0,1,2023-04-07,15:41,Truck,40,2.29
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,73.25,2,0,2023-06-21,09:31,SUV,18,13.15
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,77.9,1,0,2023-07-08,17:57,Car/Trailer,26,5.84
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,70.05,0,0,2023-11-17,16:26,Truck,40,2.71
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,71.36,0,1,2023-08-15,02:12,SUV,27,5.06
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,74.79,0,1,2023-08-16,04:59,Motorcycle,34,4.3
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,70.77,1,0,2023-05-22,02:21,Car/Trailer,52,6.4
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,75.61,0,0,2023-05-20,13:55,SUV,21,2.25
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,77.06,3,0,2023-03-04,00:57,Motorcycle,22,1.69
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,72.71,0,0,2023-01-28,17:22,Truck,37,5.65
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,79.12,1,1,2023-07-07,10:50,SUV,39,2.53
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,69.66,2,1,2023-06-30,04:37,Motorcycle,35,15.89
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,69.84,3,2,2023-03-08,19:31,Car/Trailer,50,14.74
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,63.16,0,2,2023-12-24,13:35,SUV,68,0.83
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,69.5,3,2,2023-05-26,16:32,Semi-truck,69,4.71
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,77.09,0,2,2023-08-14,08:03,Semi-truck,27,36.12
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,72.32,1,0,2023-05-31,01:55,Semi-truck,26,40.12
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.66,2,0,2023-09-19,03:30,Semi-truck,55,5.32
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,71.68,1,2,2023-03-27,01:31,Sedan,61,51.42
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,73.26,3,2,2023-02-13,20:46,Motorcycle,56,15.28
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,73.33,0,0,2023-01-22,01:43,Motorcycle,44,4.41
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,73.99,1,0,2023-07-22,13:49,Semi-truck,33,39.99
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,66.91,1,1,2023-07-08,00:52,Semi-truck,63,10.21
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,74.14,0,0,2023-10-23,07:53,SUV,51,4.91
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,73.02,1,1,2023-06-12,11:27,Semi-truck,26,2.46
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,74.1,1,1,2023-06-06,10:14,Semi-truck,29,2.59
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,71.37,3,2,2023-10-03,20:50,Car/Trailer,57,1.77
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,71.3,2,2,2023-04-22,15:25,Car/Trailer,63,1.99
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,69.5,0,1,2023-10-02,21:57,Truck,36,2.38
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.98,3,0,2023-03-23,02:28,Sedan,31,3.98
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,75.33,3,2,2023-11-10,13:33,Sedan,25,4.83
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,74.37,3,1,2023-08-29,20:01,Semi-truck,64,3.78
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,75.04,1,2,2023-02-28,16:45,Sedan,45,6.15
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,64.43,3,0,2023-01-31,04:13,Car/Trailer,57,2.14
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,76.11,1,1,2023-08-09,21:02,Semi-truck,50,2.91
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,72.02,2,0,2023-03-04,12:01,Semi-truck,52,2.79
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,75.05,3,0,2023-01-11,22:29,Semi-truck,26,2.51
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,75.07,1,1,2023-01-02,02:02,Sedan,18,3.05
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,69.43,2,1,2023-03-05,18:13,Semi-truck,37,3.59
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,69.95,1,1,2023-08-21,10:20,SUV,21,7.48
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.32,3,2,2023-02-03,02:13,Sedan,20,4.27
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,66.19,2,2,2023-11-19,05:34,Semi-truck,18,59.6
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,71.32,0,1,2023-12-09,03:58,Semi-truck,60,17.26
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.9,0,2,2023-01-05,23:29,Semi-truck,60,4.75
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,76.96,0,1,2023-05-03,16:32,SUV,44,4.51
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,77.11,0,0,2023-06-14,02:25,Semi-truck,41,4.66
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,70.09,1,0,2023-02-01,07:03,Truck,47,54.87
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,72.95,0,1,2023-12-27,07:13,Truck,41,2.77
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,78.03,0,1,2023-10-26,03:53,Motorcycle,54,49.69
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,70.75,0,1,2023-02-08,16:29,Sedan,46,37.31
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,71.54,0,0,2023-05-16,15:48,SUV,28,40.01
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,72.25,1,0,2023-10-10,15:30,Semi-truck,34,14.87
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,75.95,3,2,2023-06-26,01:40,SUV,48,4.44
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,70.57,3,2,2023-02-20,02:12,Motorcycle,18,49.65
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.5,3,2,2023-01-06,17:06,Sedan,54,4.25
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,72.59,0,2,2023-05-17,22:44,SUV,25,13.69
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.0,3,2,2023-07-18,00:56,Motorcycle,57,4.74
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,67.5,2,2,2023-07-01,09:55,SUV,50,4.84
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,75.74,1,1,2023-03-14,21:23,Car/Trailer,57,3.04
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,66.3,1,1,2023-12-26,07:53,Semi-truck,63,5.11
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,72.53,1,1,2023-11-15,07:30,SUV,39,5.05
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,70.38,0,2,2023-05-15,02:25,Motorcycle,26,3.3
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,75.34,2,2,2023-01-08,00:23,Sedan,63,4.61
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,72.57,0,1,2023-10-10,19:34,Motorcycle,59,37.66
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,77.85,3,1,2023-11-06,21:31,Sedan,51,13.08
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,73.07,2,0,2023-06-27,18:44,Car/Trailer,19,6.93
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,66.72,3,2,2023-07-09,06:20,Truck,65,1.49
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,71.97,0,2,2023-10-08,23:16,Motorcycle,66,38.64
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,67.94,2,2,2023-06-20,19:43,Motorcycle,24,4.71
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,69.54,2,1,2023-05-29,07:01,Semi-truck,61,37.4
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.48,2,0,2023-07-21,12:57,Motorcycle,39,4.5
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,63.84,1,2,2023-10-18,07:21,Car/Trailer,32,41.53
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,68.48,1,1,2023-03-03,16:44,Car/Trailer,25,5.06
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,69.88,0,1,2023-03-16,17:42,Motorcycle,69,5.66
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,74.91,3,2,2023-07-08,20:15,Truck,29,5.06
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,75.89,1,1,2023-06-23,01:07,SUV,65,5.18
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,74.91,1,2,2023-02-05,05:25,Semi-truck,40,38.09
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,71.78,2,0,2023-09-22,02:20,Car/Trailer,38,15.24
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,77.98,3,0,2023-01-29,06:09,Sedan,35,37.17
